,level_0,index,Name,Ceiling_price,Floor_price,Local_price,Close,Change_price,Change_percent,Volume,High,Low,Foreign_investor_buy,Foregin_investor_sell,check
237,237,303,PPC,24.7,21.5,23.1,22.95,-0.15,-0.6,19090.0,23.15,22.95,990.0,1400.0,False
238,238,304,PSH,19.35,16.85,18.1,17.5,-0.6,-3.3,566880.0,18.6,16.85,0.0,0.0,False
239,239,305,PTB,116.3,101.1,108.7,111.5,2.8,2.6,47630.0,111.9,108.0,5770.0,1070.0,False
240,240,306,PTL,7.41,6.45,6.93,7.09,0.16,2.3,14250.0,7.09,6.86,0.0,0.0,False
241,241,307,PVD,23.75,20.65,22.2,22.8,0.6,2.7,1023270.0,23.15,22.15,1280.0,14850.0,False
242,242,308,PVT,24.7,21.5,23.1,23.1,0.0,0.0,233200.0,23.45,23.05,9470.0,7790.0,False
243,243,309,PXI,3.95,3.45,3.7,3.69,-0.01,-0.3,8310.0,3.8,3.62,0.0,0.0,False
244,244,310,PXS,7.49,6.51,7.0,7.0,0.0,0.0,94350.0,7.18,6.83,0.0,0.0,False
245,245,311,QBS,4.76,4.14,4.45,4.14,-0.31,-7.0,333140.0,4.5,4.14,0.0,0.0,False
246,246,312,QCG,7.38,6.42,6.9,7.09,0.19,2.8,35080.0,7.38,6.89,700.0,360.0,False
247,247,313,RAL,215.0,187.0,201.0,202.9,1.9,0.9,2190.0,203.9,200.5,220.0,0.0,False
248,248,314,RDP,13.7,12.0,12.85,12.3,-0.55,-4.3,9370.0,13.0,12.0,0.0,0.0,False
249,249,315,REE,69.6,60.6,65.1,65.2,0.1,0.2,54980.0,65.3,64.2,0.0,0.0,False
250,250,316,RIC,20.75,18.05,19.4,20.0,0.6,3.1,310.0,20.0,19.0,110.0,0.0,False
251,251,317,ROS,5.58,4.86,5.22,5.25,0.03,0.6,503160.0,5.28,5.2,960.0,9720.0,False
252,252,318,SAB,167.7,145.9,156.8,156.4,-0.4,-0.3,8000.0,157.0,156.2,4130.0,5890.0,False
253,253,319,SAM,12.55,10.95,11.75,11.3,-0.45,-3.8,31680.0,12.0,11.3,0.0,190.0,False
254,254,320,SAV,29.15,25.35,27.25,27.0,-0.25,-0.9,1240.0,27.45,26.9,0.0,0.0,False
255,255,321,SBA,18.65,16.25,17.45,17.7,0.25,1.4,1480.0,17.7,17.4,0.0,0.0,False
256,256,322,SBT,22.4,19.5,20.95,21.05,0.1,0.5,228010.0,21.5,20.95,0.0,1000.0,False
257,257,323,SBV,16.55,14.45,15.5,15.25,-0.25,-1.6,3500.0,15.45,15.2,0.0,0.0,False
258,258,324,SC5,29.3,25.5,27.4,27.25,-0.15,-0.5,100.0,27.4,25.8,0.0,0.0,False
259,259,325,SCD,20.4,17.8,19.1,19.1,0.0,0.0,110.0,19.1,19.1,0.0,0.0,False
260,260,326,SCR,13.2,11.5,12.35,12.45,0.1,0.8,706780.0,12.8,12.3,0.0,18220.0,False
261,261,327,SCS,145.3,126.3,135.8,136.5,0.7,0.5,2690.0,137.4,135.9,1510.0,2500.0,False
262,262,328,SFG,13.15,11.45,12.3,12.5,0.2,1.6,4760.0,12.65,12.1,0.0,0.0,False
263,263,329,SFI,53.7,46.7,50.2,49.5,-0.7,-1.4,1270.0,50.2,49.5,0.0,0.0,False
264,264,330,SGN,74.7,65.1,69.9,69.1,-0.8,-1.1,30.0,69.9,69.1,0.0,10.0,False
265,265,331,SGR,23.7,20.6,22.15,22.15,0.0,0.0,940.0,22.5,22.15,0.0,0.0,False
266,266,332,SGT,33.5,29.2,31.35,30.0,-1.35,-4.3,23410.0,31.7,30.0,540.0,360.0,False
267,267,333,SHA,8.61,7.49,8.05,8.05,0.0,0.0,42940.0,8.19,7.98,0.0,0.0,False
268,268,334,SHI,16.65,14.55,15.6,16.2,0.6,3.8,21810.0,16.5,15.85,200.0,0.0,False
269,269,335,SHP,25.1,21.9,23.5,24.0,0.5,2.1,20.0,24.0,24.0,0.0,0.0,False
270,270,336,SII,17.85,15.55,16.7,15.85,-0.85,-5.1,40.0,15.85,15.85,0.0,0.0,False
271,271,337,SJD,19.9,17.3,18.6,19.45,0.85,4.6,99190.0,19.5,18.6,0.0,40.0,False
272,272,338,SJF,7.86,6.84,7.35,7.45,0.1,1.4,209750.0,7.7,7.0,80.0,7970.0,False
273,273,339,SJS,66.5,57.9,62.2,61.8,-0.4,-0.6,2600.0,62.2,61.6,0.0,160.0,False
274,274,340,SKG,15.7,13.7,14.7,14.8,0.1,0.7,44830.0,15.0,14.7,6000.0,90.0,False
275,275,341,SMB,43.35,37.75,40.55,40.8,0.25,0.6,960.0,40.8,40.55,0.0,0.0,False
276,276,342,SMC,53.2,46.35,49.8,49.95,0.15,0.3,40300.0,50.6,49.8,180.0,1740.0,False
277,277,343,SPM,21.7,18.9,20.3,20.6,0.3,1.5,1270.0,20.9,20.0,0.0,0.0,False
278,278,344,SRC,21.6,18.8,20.2,20.4,0.2,1.0,1880.0,20.9,20.2,290.0,0.0,False
279,279,345,SRF,14.4,12.6,13.5,13.0,-0.5,-3.7,1000.0,13.3,12.8,0.0,0.0,False
280,280,346,SSB,38.35,33.35,35.85,35.85,0.0,0.0,269410.0,35.95,35.2,0.0,0.0,False
281,281,347,SSC,46.8,40.7,43.75,41.5,-2.25,-5.1,10.0,41.5,41.5,0.0,0.0,False
282,282,348,SSI,42.9,37.3,40.1,40.65,0.55,1.4,436560.0,40.7,40.1,87760.0,77730.0,False
283,283,349,STB,27.6,24.0,25.8,25.7,-0.1,-0.4,1010300.0,26.15,25.7,60640.0,14550.0,False
284,284,350,STG,27.0,23.5,25.25,26.1,0.85,3.4,3680.0,26.1,25.25,0.0,0.0,False
285,285,351,STK,51.5,44.85,48.2,48.2,0.0,0.0,2420.0,48.6,47.0,110.0,1590.0,False
286,286,352,SVC,85.4,74.4,79.9,81.0,1.1,1.4,140.0,81.0,79.9,0.0,10.0,False
287,287,353,SVD,10.65,9.28,9.97,9.67,-0.3,-3.0,9990.0,10.0,9.6,0.0,40.0,False
288,288,354,SVT,19.25,16.75,18.0,18.0,0.0,0.0,29520.0,18.2,16.75,240.0,0.0,False
289,289,355,SZC,50.0,43.55,46.8,47.0,0.2,0.4,39780.0,47.5,47.0,180.0,4000.0,False
290,290,356,SZL,55.2,48.0,51.6,51.5,-0.1,-0.2,250.0,51.9,51.3,0.0,0.0,False
291,291,357,TAC,57.9,50.5,54.2,57.0,2.8,5.2,1750.0,57.0,54.3,1700.0,0.0,False
292,292,358,TBC,31.45,27.35,29.4,29.4,0.0,0.0,460.0,29.4,29.2,0.0,130.0,False
293,293,359,TCB,52.8,45.95,49.4,49.6,0.2,0.4,527510.0,50.4,49.6,0.0,0.0,False
294,294,360,TCD,28.85,25.15,27.0,27.0,0.0,0.0,74490.0,27.7,27.0,2710.0,0.0,False
295,295,361,TCH,19.0,16.6,17.8,17.85,0.05,0.3,972990.0,17.85,17.4,10.0,26950.0,False
296,296,362,TCL,40.8,35.5,38.15,38.45,0.3,0.8,7870.0,38.8,38.3,600.0,40.0,False
297,297,363,TCM,69.3,60.3,64.8,64.8,0.0,0.0,54420.0,65.9,63.5,860.0,0.0,False
298,298,364,TCO,32.1,27.9,30.0,29.6,-0.4,-1.3,23680.0,30.4,29.2,0.0,30.0,False
299,299,365,TCR,5.07,4.41,4.74,4.55,-0.19,-4.0,5940.0,4.75,4.45,0.0,0.0,False
300,300,366,TCT,32.6,28.4,30.5,30.05,-0.45,-1.5,1810.0,30.5,30.0,0.0,0.0,False
301,301,367,TDC,23.2,20.2,21.7,21.5,-0.2,-0.9,32140.0,22.3,21.5,0.0,340.0,False
302,302,368,TDG,6.91,6.01,6.46,6.51,0.05,0.8,25650.0,6.77,6.47,190.0,1130.0,False
303,303,369,TDH,12.05,10.55,11.3,12.05,0.75,6.6,440180.0,12.05,11.6,8350.0,420.0,False
304,304,370,TDM,31.4,27.3,29.35,29.65,0.3,1.0,31990.0,29.7,29.35,0.0,0.0,False
305,305,371,TDP,28.8,25.1,26.95,27.0,0.05,0.2,3260.0,27.0,26.2,0.0,10.0,False
306,306,372,TDW,37.95,33.05,35.5,37.0,1.5,4.2,300.0,37.0,35.5,50.0,0.0,False
307,307,373,TEG,13.65,11.95,12.8,12.75,-0.05,-0.4,31310.0,12.9,12.55,1390.0,0.0,False
308,308,374,TGG,55.8,48.55,52.2,50.8,-1.4,-2.7,197800.0,54.8,48.55,330.0,1670.0,False
309,309,375,THG,74.3,64.7,69.5,69.1,-0.4,-0.6,3890.0,69.7,69.0,0.0,0.0,False
310,310,376,THI,31.35,27.25,29.3,29.0,-0.3,-1.0,330.0,29.0,28.2,0.0,0.0,False
311,311,377,TIP,43.3,37.7,40.5,40.85,0.35,0.9,7510.0,41.6,40.4,280.0,1000.0,False
312,312,378,TIX,34.55,30.05,32.3,32.25,-0.05,-0.2,480.0,32.7,32.25,400.0,0.0,False
313,313,379,TLD,7.0,6.1,6.55,6.7,0.15,2.3,36630.0,6.79,6.62,70.0,0.0,False
314,314,380,TLG,44.1,38.4,41.25,41.45,0.2,0.5,4270.0,42.0,41.0,20.0,130.0,False
315,315,381,TLH,23.0,20.0,21.5,21.35,-0.15,-0.7,146690.0,22.0,21.3,1000.0,9240.0,False
316,316,382,TMP,47.6,41.4,44.5,44.65,0.15,0.3,380.0,44.65,43.5,0.0,0.0,False
317,317,383,TMS,67.4,58.6,63.0,67.4,4.4,7.0,9630.0,67.4,63.0,100.0,0.0,False
318,318,384,TMT,11.85,10.35,11.1,11.4,0.3,2.7,3870.0,11.45,11.0,0.0,0.0,False
319,319,385,TN1,39.35,34.25,36.8,36.5,-0.3,-0.8,790.0,36.8,35.8,0.0,0.0,False
320,320,386,TNA,16.2,14.1,15.15,14.8,-0.35,-2.3,30270.0,15.35,14.8,0.0,0.0,False
321,321,387,TNC,33.15,28.85,31.0,30.5,-0.5,-1.6,240.0,31.0,30.5,0.0,30.0,False
322,322,388,TNH,42.95,37.35,40.15,42.2,2.05,5.1,90190.0,42.2,40.15,1210.0,1770.0,False
323,323,389,TNI,4.32,3.76,4.04,4.1,0.06,1.5,65370.0,4.11,4.0,3740.0,0.0,False
324,324,390,TNT,10.1,8.8,9.46,9.46,0.0,0.0,12600.0,9.49,9.31,2550.0,0.0,False
325,325,391,TPB,44.25,38.55,41.4,41.6,0.2,0.5,632790.0,41.85,41.1,0.0,0.0,False
326,326,392,TPC,10.1,8.79,9.45,9.45,0.0,0.0,100.0,9.51,9.45,0.0,0.0,False
327,327,393,TRA,94.6,82.4,88.5,89.9,1.4,1.6,1180.0,90.0,88.2,0.0,0.0,False
328,328,394,TRC,43.95,38.25,41.1,41.5,0.4,1.0,250.0,41.5,40.2,0.0,0.0,False
329,329,395,TSC,10.55,9.17,9.86,9.93,0.07,0.7,54870.0,10.0,9.78,0.0,280.0,False
330,330,396,TTA,15.9,13.9,14.9,14.65,-0.25,-1.7,55670.0,15.15,14.65,0.0,2380.0,False
331,331,397,TTB,7.59,6.61,7.1,7.24,0.14,2.0,213290.0,7.48,7.15,0.0,0.0,False
332,332,398,TTE,9.28,8.08,8.68,9.28,0.6,6.9,10.0,9.28,9.28,0.0,0.0,False
333,333,399,TTF,7.55,6.57,7.06,7.24,0.18,2.5,278960.0,7.4,7.06,500.0,4900.0,False
334,334,400,TV2,58.2,50.6,54.4,54.5,0.1,0.2,20220.0,55.5,54.1,10480.0,50.0,False
335,335,401,TVB,22.8,19.9,21.35,21.45,0.1,0.5,16750.0,21.8,21.35,120.0,0.0,False
336,336,402,TVS,35.6,31.0,33.3,33.7,0.4,1.2,2440.0,34.15,33.3,40.0,30.0,False
337,337,403,TVT,30.8,26.8,28.8,28.65,-0.15,-0.5,460.0,29.5,28.65,100.0,0.0,False
338,338,404,TYA,19.9,17.3,18.6,18.6,0.0,0.0,2280.0,18.8,18.6,140.0,0.0,False
339,339,405,UDC,8.12,7.06,7.59,7.25,-0.34,-4.5,3900.0,7.79,7.18,0.0,0.0,False
340,340,406,UIC,66.3,57.7,62.0,62.0,0.0,0.0,2590.0,62.4,60.5,1460.0,10.0,False
341,341,407,VAF,12.8,11.2,12.0,11.8,-0.2,-1.7,110.0,12.0,11.5,0.0,0.0,False
342,342,408,VCA,18.05,15.75,16.9,16.95,0.05,0.3,2780.0,17.0,16.7,10.0,0.0,False
343,343,409,VCB,105.3,91.7,98.5,97.2,-1.3,-1.3,119990.0,98.6,97.1,15080.0,94740.0,False
344,344,410,VCG,43.2,37.6,40.4,40.6,0.2,0.5,45120.0,40.8,40.4,1560.0,2260.0,False
345,345,411,VCI,63.7,55.5,59.6,59.5,-0.1,-0.2,177620.0,60.4,59.2,1760.0,13450.0,False
346,346,412,VDP,40.55,35.25,37.9,37.7,-0.2,-0.5,30.0,38.4,37.7,0.0,0.0,False
347,347,413,VDS,33.9,29.5,31.7,31.8,0.1,0.3,31130.0,32.4,31.6,280.0,190.0,False
348,348,414,VFG,58.2,50.6,54.4,54.6,0.2,0.4,10.0,54.6,54.6,0.0,0.0,False
349,349,415,VGC,35.1,30.6,32.85,33.65,0.8,2.4,59040.0,33.9,32.9,12170.0,200.0,False
350,350,416,VHC,55.4,48.2,51.8,51.7,-0.1,-0.2,135240.0,52.7,51.6,1200.0,1630.0,False
351,351,417,VHM,83.6,72.8,78.2,78.3,0.1,0.1,315110.0,79.4,78.2,79640.0,93640.0,False
352,352,418,VIB,38.45,33.45,35.95,35.35,-0.6,-1.7,204880.0,36.45,35.2,210.0,20.0,False
353,353,419,VIC,92.7,80.7,86.7,88.0,1.3,1.5,340470.0,89.4,86.5,92140.0,62300.0,False
354,354,420,VID,9.9,8.62,9.26,9.0,-0.26,-2.8,4400.0,9.3,8.85,0.0,0.0,False
355,355,421,VIP,12.25,10.65,11.45,11.5,0.05,0.4,120410.0,11.65,11.3,770.0,7530.0,False
356,356,422,VIS,20.15,17.55,18.85,18.6,-0.25,-1.3,2320.0,18.95,18.5,0.0,300.0,False
357,357,423,VIX,18.9,16.5,17.7,17.9,0.2,1.1,101430.0,18.1,17.8,3550.0,0.0,False
358,358,424,VJC,137.4,119.6,128.5,127.9,-0.6,-0.5,76100.0,128.8,126.9,2770.0,1130.0,False
359,359,425,VMD,49.8,43.3,46.55,47.6,1.05,2.3,2950.0,47.9,46.45,220.0,10.0,False
360,360,426,VND,54.3,47.25,50.8,51.0,0.2,0.4,352290.0,51.5,50.4,38330.0,46450.0,False
361,361,427,VNE,9.63,8.37,9.0,9.0,0.0,0.0,38180.0,9.14,8.96,1780.0,0.0,False
362,362,428,VNG,14.0,12.2,13.1,13.15,0.05,0.4,20810.0,13.25,13.0,590.0,20.0,False
363,363,429,VNL,30.7,26.7,28.7,29.4,0.7,2.4,10270.0,29.85,28.7,0.0,0.0,False
364,364,430,VNM,95.8,83.4,89.6,89.6,0.0,0.0,279940.0,90.7,89.6,221220.0,129790.0,False
365,365,431,VOS,24.15,21.05,22.6,22.9,0.3,1.3,152170.0,23.4,22.6,620.0,1560.0,False
366,366,432,VPB,70.6,61.4,66.0,65.9,-0.1,-0.2,684730.0,66.5,65.4,0.0,50.0,False
367,367,433,VPD,17.85,15.55,16.7,16.9,0.2,1.2,2820.0,17.1,16.7,20.0,0.0,False
368,368,434,VPG,61.3,53.3,57.3,57.1,-0.2,-0.3,32000.0,58.0,56.9,0.0,1440.0,False
369,369,435,VPH,8.13,7.07,7.6,7.4,-0.2,-2.6,87720.0,7.6,7.4,10.0,0.0,False
370,370,436,VPI,44.9,39.1,42.0,42.5,0.5,1.2,157810.0,42.8,41.5,1240.0,0.0,False
371,371,437,VPS,16.4,14.3,15.35,15.35,0.0,0.0,160.0,15.4,15.25,0.0,0.0,False
372,372,438,VRC,10.7,9.3,10.0,10.45,0.45,4.5,124980.0,10.65,9.95,740.0,9360.0,False
373,373,439,VRE,30.25,26.35,28.3,29.1,0.8,2.8,566320.0,29.1,28.35,381950.0,279350.0,False
374,374,440,VSC,62.9,54.7,58.8,61.0,2.2,3.7,12870.0,61.5,59.1,2810.0,200.0,False
375,375,441,VSH,29.2,25.4,27.3,27.7,0.4,1.5,5470.0,27.9,27.2,540.0,250.0,False
376,376,442,VSI,23.5,20.5,22.0,20.55,-1.45,-6.6,40.0,21.0,20.55,0.0,0.0,False
377,377,443,VTB,12.8,11.2,12.0,12.0,0.0,0.0,100.0,12.0,12.0,0.0,0.0,False
378,378,444,VTO,13.35,11.65,12.5,12.45,-0.05,-0.4,62790.0,12.65,12.35,3100.0,0.0,False
379,379,445,YBM,8.76,7.62,8.19,8.5,0.31,3.8,1890.0,8.6,8.19,0.0,0.0,False
380,380,446,YEG,16.25,14.15,15.2,15.25,0.05,0.3,9750.0,15.75,15.2,330.0,10.0,False
